zip_code,total_returns,adj_gross_inc,business_returns,business_income,farming_return,unemp_returns,unemp_comp,ssn_returns,ssn_benefits,student_loans,student_loan_deduction,real_estate_returns,real_estate_taxes,child_credits,child_credit_amt,earned_inc_ret,earned_inc_tax
51058,450,28549,60,928,80,40,427,110,1607,20,8,0,0,90,235,40,73
51060,260,14881,40,108,60,60,441,60,802,0,0,0,0,50,89,30,75
51061,200,12026,20,34,50,0,0,40,705,0,0,0,0,40,95,40,75
51062,280,17145,40,65,50,30,178,50,552,0,0,0,0,80,164,30,57
51063,490,30739,70,493,30,60,595,90,1635,40,31,0,0,130,290,80,168
51101,430,16758,30,149,0,60,716,30,365,0,0,0,0,50,65,130,151
51103,7520,328121,630,6170,0,1140,11188,730,9175,370,261,120,434,2030,4148,1930,4656
51104,10730,654526,1180,12707,30,1540,15242,1520,24807,920,639,470,2450,2950,7115,1800,4261
51105,4240,151166,300,2209,0,670,6843,270,2778,100,51,20,48,1170,2284,1260,2904
51106,13760,859766,1550,18221,80,2160,22242,2180,33836,1330,966,640,3288,3400,8172,2080,4672
51108,2790,204490,370,5509,80,440,4497,500,7846,200,116,140,773,710,1740,410,913
51109,1500,72232,170,1542,0,280,2890,210,2682,100,63,0,0,370,757,300,671
51201,2830,195517,380,6123,210,360,2711,530,8465,240,155,150,662,750,2010,340,663
51230,210,15617,40,294,50,0,0,30,373,0,0,0,0,70,191,0,0
51231,130,8340,0,0,30,0,0,30,462,0,0,0,0,30,86,0,0
51232,370,22657,40,187,60,60,514,60,895,30,12,0,0,90,237,40,74
51234,550,38532,80,450,110,70,557,90,1387,50,29,0,0,160,460,40,75
51235,460,32331,90,569,110,70,509,60,885,20,9,0,0,120,484,40,62
51237,760,44707,130,1535,120,50,471,180,2358,50,37,0,0,210,564,120,250
51238,570,47298,90,677,100,70,570,110,1538,70,32,20,65,170,487,30,63
51239,1420,102960,240,1734,190,170,1360,250,4057,120,85,100,456,450,1448,120,252
51240,780,55450,170,2159,150,80,730,140,1854,70,45,30,100,230,779,70,165
51241,840,63726,160,2124,140,100,863,150,2103,90,54,30,104,250,812,70,123
51243,370,21106,60,300,80,40,359,70,921,20,10,0,0,80,191,40,101
51245,610,41698,90,595,80,70,542,130,2237,60,32,0,0,140,382,70,138
51246,1650,130136,280,3430,250,160,1283,350,5070,150,115,110,528,470,1478,150,320
51247,2250,220198,420,4082,270,220,1796,350,5480,190,124,190,889,710,2306,190,461
51248,830,56510,150,1264,100,90,843,180,2622,70,37,40,125,190,516,100,229
51249,1590,97239,220,2258,150,200,1886,340,4583,120,70,60,162,400,909,200,484
51250,3510,336070,610,5698,280,480,3314,640,10896,330,238,420,2666,1140,3789,250,485
51301,6060,400854,880,11756,210,990,8375,1240,18635,590,428,290,1548,1450,3603,860,1885
51331,630,69739,110,1834,20,110,1093,220,4466,30,10,70,602,60,122,40,63
51333,230,13276,30,38,50,40,419,50,817,0,0,0,0,40,110,30,31
51334,3280,181529,430,5918,200,650,6060,600,8524,320,219,70,273,790,1785,460,954
51338,470,28185,50,494,70,60,593,90,1535,30,12,0,0,100,252,40,125
51342,570,31161,100,921,60,100,822,90,1179,50,26,0,0,160,394,90,186
51343,120,6659,0,0,20,20,238,30,374,0,0,0,0,30,79,0,0
51345,160,10154,0,0,40,20,212,30,497,0,0,0,0,40,86,20,38
51346,1090,67894,150,2069,160,130,1200,240,3582,80,56,0,0,260,630,130,306
51347,760,49732,120,1775,100,150,1289,170,2686,70,55,30,115,190,469,70,145
51350,200,10644,0,0,40,0,0,40,456,0,0,0,0,40,97,0,0
51351,2380,183117,390,3781,120,490,4159,600,9391,240,161,140,1103,570,1503,270,589
51354,460,29323,80,1022,100,50,395,100,1395,20,5,0,0,100,263,40,81
51355,560,66524,120,2305,0,90,877,220,4462,40,22,100,1046,60,147,30,54
51357,300,16928,40,365,40,60,512,50,868,30,18,0,0,80,167,40,89
51358,630,34926,110,873,70,80,798,140,1911,50,24,0,0,140,325,90,180
51360,4410,370609,790,13652,150,840,7587,1160,20214,400,308,350,2466,890,2255,370,655
51364,300,16694,40,218,60,70,587,60,934,0,0,0,0,70,175,40,77
51365,180,8684,20,25,0,30,279,40,524,0,0,0,0,40,81,0,0
51366,160,10162,20,5,40,20,218,30,553,0,0,0,0,40,105,0,0
51401,5870,426790,940,15550,400,950,8466,1230,19028,510,359,350,1696,1410,3823,660,1341
51430,370,24662,60,959,70,60,479,80,1227,30,14,0,0,90,245,20,58
51431,180,10837,20,141,40,0,0,40,529,0,0,0,0,40,122,0,0
51433,320,16987,60,218,60,40,389,50,761,0,0,0,0,80,194,50,108
51436,470,38745,90,1263,100,80,529,80,1309,50,23,0,0,110,310,40,78
51439,390,23426,50,318,90,40,372,100,1451,30,17,0,0,90,217,50,147
51440,170,10368,20,16,50,30,201,30,382,0,0,0,0,50,130,20,50
51441,150,6989,0,0,0,0,0,30,323,0,0,0,0,50,124,20,52
51442,4340,257953,480,4986,220,520,5180,650,10007,210,152,140,496,1360,3418,680,1537
51443,800,54187,140,1516,110,110,902,160,2563,60,39,0,0,200,568,70,130
51445,1330,120561,200,1528,120,150,1521,300,4989,110,80,50,245,300,782,170,387
51446,250,14760,40,124,30,20,231,60,949,0,0,0,0,50,115,30,58
51448,260,14893,30,77,50,30,270,70,956,0,0,0,0,60,127,40,81
51449,940,59858,150,1277,90,90,714,230,3656,80,61,20,95,210,483,130,282
51450,830,52510,170,2534,80,100,1010,240,3629,40,24,50,203,160,342,80,132
51453,270,17828,40,186,60,30,207,70,894,0,0,0,0,60,219,30,68
51454,580,35166,90,770,110,80,778,120,1527,50,35,0,0,140,333,80,158
51455,1070,75664,170,2047,220,110,917,220,2974,110,80,40,140,270,760,100,193
51458,650,45654,120,757,120,60,618,150,2490,70,34,0,0,170,475,80,165
51461,550,36691,60,455,100,60,436,140,2135,40,23,20,59,120,283,70,147
51462,480,27709,60,474,80,80,818,100,1269,30,14,0,0,100,261,70,175
51463,280,20780,40,376,50,40,395,70,1073,20,7,0,0,60,158,0,0
51465,330,19460,30,65,60,50,481,80,1072,0,0,0,0,70,185,60,117
51466,480,33242,110,695,70,50,456,110,1527,30,16,0,0,140,344,60,136
51467,300,19825,50,226,70,20,168,70,1224,30,9,0,0,60,164,20,33
51501,16000,715293,1310,12254,0,2550,29243,1940,23258,980,680,370,1637,3980,7849,3370,7551
51503,17250,1275047,2010,25310,180,2170,24003,3580,60377,1500,1144,1220,6652,4270,10671,1920,4043
51510,1690,93794,190,1712,0,240,3110,240,3511,110,67,70,384,400,805,320,812
51521,1130,74062,180,1468,110,120,1273,220,3478,110,79,50,186,270,698,130,302
51523,160,8457,0,0,20,0,0,40,673,0,0,0,0,30,66,30,66
51525,570,38144,80,898,50,50,599,120,1855,50,35,0,0,150,428,50,118
51526,820,67961,90,461,40,110,951,210,3501,70,46,50,265,200,541,60,102
51527,280,17513,30,84,60,30,343,60,871,0,0,0,0,50,131,20,49
51528,430,22366,60,513,50,60,625,80,1386,30,25,0,0,100,230,60,170
51529,750,56312,120,1108,150,100,914,160,2187,70,43,20,73,150,409,90,180
51530,360,21793,60,360,100,50,377,70,861,30,11,0,0,70,234,30,59
51531,370,23657,60,266,50,40,408,100,1353,30,20,0,0,70,172,40,95
51532,270,14999,40,294,30,40,332,50,648,0,0,0,0,70,170,50,117
51533,400,24807,40,181,50,50,455,90,1282,30,11,0,0,80,186,40,95
51534,4250,362792,570,6644,150,410,4245,860,14507,390,272,310,1612,1220,3340,410,897
51535,820,47545,150,1089,110,100,993,200,2665,70,50,0,0,170,425,100,221
51536,210,11338,0,0,30,0,0,50,754,0,0,0,0,40,97,0,0
51537,3120,212895,470,5509,230,370,3381,680,10363,250,188,130,565,730,1904,390,855
51540,190,12238,20,34,20,20,188,50,643,0,0,0,0,50,115,0,0
51541,160,10263,0,0,20,0,0,50,673,0,0,0,0,20,60,0,0
51542,490,46454,60,503,50,50,511,120,2112,30,19,40,207,110,322,20,19
51543,190,8922,30,137,20,30,216,50,591,0,0,0,0,30,47,30,63
51544,300,18837,40,176,40,40,391,60,803,0,0,0,0,60,131,50,111
51545,130,6558,0,0,0,0,0,20,303,0,0,0,0,30,69,20,54
51546,1280,93398,200,2286,120,110,1261,230,3841,120,92,50,153,380,1061,120,255
51548,220,18841,30,100,0,0,0,50,723,0,0,0,0,70,243,0,0
51549,210,14149,30,41,0,30,251,30,569,0,0,0,0,60,135,20,44
51551,870,61175,130,1000,50,90,1022,200,2722,100,75,40,136,210,604,90,213
51552,120,7873,0,0,0,20,183,30,349,0,0,0,0,30,66,20,34
51553,450,32792,70,370,50,40,457,100,1576,40,29,0,0,150,387,40,69
51555,2430,158022,330,1960,90,250,2525,460,7061,180,107,100,422,600,1424,330,669
51556,210,11777,0,0,0,0,0,30,420,0,0,0,0,40,96,30,44
51557,370,23900,50,301,40,40,350,80,1129,0,0,0,0,80,196,40,93
51558,240,14016,50,320,50,30,248,40,536,0,0,0,0,50,124,30,62
51559,870,64539,140,1035,80,80,804,170,2780,90,58,30,124,260,748,60,119
51560,940,62434,120,826,60,120,1237,180,2792,80,63,30,76,230,630,90,213
51561,440,32913,70,606,0,50,507,100,1539,20,14,30,141,120,263,40,96
51562,240,17880,30,74,70,20,189,60,746,0,0,0,0,60,139,0,0
51563,340,21258,60,393,60,40,385,60,853,0,0,0,0,90,246,40,84
51564,220,11831,40,200,30,20,227,40,521,0,0,0,0,50,118,40,80
51565,250,18446,40,557,50,0,0,60,870,0,0,0,0,50,127,0,0
51566,3170,173198,400,4084,160,500,4574,630,9344,230,156,90,378,710,1589,560,1243
51570,540,31901,80,717,60,70,603,100,1493,40,33,0,0,150,351,90,196
51571,310,25108,40,698,40,30,234,70,1125,20,9,0,0,80,283,0,0
51572,180,8845,0,0,30,30,280,40,626,0,0,0,0,30,75,30,49
51573,510,33429,100,1013,90,70,576,130,1951,50,20,0,0,150,341,60,145
51575,800,70466,140,1613,60,70,833,160,2794,90,66,50,284,270,859,40,77
51576,1030,86433,150,1433,70,100,1057,170,2808,100,66,60,278,340,1023,70,146
51577,520,31180,100,815,70,50,586,110,1657,30,24,0,0,140,355,80,172
51579,1000,67978,170,1463,110,90,936,190,3007,90,69,30,122,280,777,120,297
51601,2610,148275,300,3380,80,440,4109,530,7954,180,127,80,250,610,1319,460,960
51631,150,7009,0,0,30,20,193,30,420,0,0,0,0,20,51,0,0
51632,2770,164072,400,4019,250,430,3456,600,9071,210,143,110,302,650,1591,390,868
51636,180,9558,30,264,30,30,236,40,514,0,0,0,0,40,67,30,69
51638,540,32664,60,520,70,100,924,130,1845,30,13,0,0,130,296,80,180
51639,380,25338,50,259,40,40,383,90,1229,20,16,0,0,80,180,40,96
51640,660,43645,90,541,50,50,405,140,2273,40,26,0,0,150,377,90,210
51645,110,7502,0,0,20,0,0,40,551,0,0,0,0,0,0,0,0
51646,340,18041,60,410,70,50,454,70,747,30,12,0,0,80,181,50,108
51649,150,8549,0,0,20,0,0,30,429,0,0,0,0,40,111,0,0
51650,150,7674,0,0,0,0,0,30,407,0,0,0,0,30,67,0,0
51652,810,51443,110,894,70,70,735,180,2918,70,41,20,66,210,514,110,270
51653,600,42381,70,449,50,50,499,140,2149,60,32,0,0,190,495,60,149
51654,220,15441,20,-31,0,0,0,50,708,0,0,0,0,40,81,30,64
52001,20170,1077226,2190,19823,60,4910,50852,3260,44807,2000,1599,590,3146,4070,8597,3530,7878
52002,8510,664277,990,9604,80,1710,16765,1850,29816,890,651,500,2642,2220,6223,760,1469
52003,7130,841357,1000,12446,120,1420,14280,1550,27026,690,529,590,4101,1630,4405,560,1060
52031,2430,187108,410,5596,280,560,5690,510,7117,220,165,120,679,600,1748,220,448
52032,710,41255,120,1103,180,180,1477,130,1727,50,38,0,0,160,388,70,132
52033,1600,114082,230,2907,180,320,2557,330,4455,170,112,40,172,430,1252,130,303
52035,410,22181,50,357,70,100,740,80,1032,30,12,0,0,90,270,60,91
52037,520,35717,90,999,90,110,1134,110,1983,50,29,0,0,130,376,50,111
52038,220,11758,30,41,40,50,439,30,445,0,0,0,0,50,165,30,67
52039,560,40887,70,272,100,140,1332,130,1925,40,21,30,104,140,412,30,46
52040,3020,207387,450,4398,210,640,5267,600,8911,250,184,130,650,740,2074,250,561
52041,700,42436,90,1478,120,120,1071,120,1477,60,41,0,0,180,463,70,157
52042,760,46547,180,3068,180,150,1110,130,1820,60,45,0,0,190,541,60,125
52043,1040,74290,220,1752,150,170,1581,300,4192,80,56,40,136,220,557,130,258
52045,1220,78074,180,1763,130,330,2773,180,2609,150,108,30,88,350,1032,100,195
52046,1120,74756,150,832,140,330,2794,170,2467,110,67,30,177,300,939,90,207
52047,270,15340,40,273,60,60,453,60,761,0,0,0,0,60,156,40,74
52048,150,7699,0,0,40,30,275,30,382,0,0,0,0,30,50,0,0
52049,630,39014,80,1063,70,110,1194,150,2317,50,28,0,0,120,347,60,135
